#
# Full target list for orbit 97, sector 45
# Created Tue Nov  2 12:27:10 EDT 2021 
# Concatenation of GI astero exo bright DDT ppas spm1 GI2 exo2 lists
#
# TICID	      Camera   CCD	Tmag	   RA		  Dec
 21221785	3	2	11.91	128.8571	 12.0752
 21222038	3	2	11.26	129.0636	 12.4665
 21222179	3	2	13.32	129.0150	 12.9305
 21222201	3	2	10.99	129.0628	 13.0181
 21222860	2	1	13.69	129.0650	 14.8127
 21223063	2	1	 5.99	129.0322	 15.3135
 21223262	2	1	15.59	129.0166	 15.8712
 21223416	2	1	12.50	129.0410	 16.3436
 21223646	2	1	12.55	129.0268	 17.0113
 21223786	2	1	10.86	129.0675	 17.3816
 21223810	2	1	13.21	129.0344	 17.4299
 21223933	2	1	16.22	129.0499	 17.8796
 21223954	2	1	10.26	129.1157	 17.9148
 21224042	2	1	 9.71	129.1560	 17.6595
 21224431	2	1	13.62	129.1355	 16.3839
 21244210	3	2	 9.61	129.1407	 14.4619
 21244578	3	2	 9.98	129.1471	 13.4818
 21244601	3	2	10.39	129.1627	 13.4130
 21244957	3	2	10.84	129.1776	 12.4935
 21245173	3	2	11.00	129.3022	 11.9157
 21245328	3	2	11.38	129.3089	 12.3736
 21245361	3	2	11.88	129.2684	 12.4564
 21245394	3	2	11.38	129.2379	 12.5596
 21246045	3	2	10.22	129.3164	 14.3738
 21246283	3	2	13.66	129.2957	 14.9993
 21246336	3	2	 9.58	129.2824	 15.1239
 21246653	2	1	10.92	129.2752	 16.0287
 21247068	2	1	 9.81	129.3424	 17.2234
 21247080	2	1	 8.44	129.3038	 17.2539
 21247104	2	1	 8.24	129.3217	 17.3283
 21247108	2	1	16.35	129.3450	 17.3332
 21247212	2	1	15.65	129.3449	 17.6875
 21247522	2	1	13.51	129.4544	 17.2549
 21247758	2	1	12.10	129.3897	 16.5221
 21247790	2	1	16.73	129.4252	 16.4354
 21247814	2	1	10.27	129.4697	 16.3657
 21247851	2	1	16.98	129.3793	 16.2697
 21247882	2	1	10.91	129.3669	 16.1501
 21273383	3	2	 9.97	129.3628	 12.4717
 21273390	3	2	11.05	129.4583	 12.4512
 21273949	3	2	 8.24	129.5960	 12.9336
 21274501	3	2	 8.78	129.5726	 14.3309
 21274791	3	2	 7.82	129.5023	 15.1346
 21274874	3	2	10.89	129.5298	 15.3442
 21274946	3	2	10.67	129.5444	 15.5829
 21275457	2	1	 9.36	129.5320	 17.0506
 21275528	2	1	13.20	129.5566	 17.2543
 21275548	2	1	14.01	129.5294	 17.3105
 21275706	2	1	14.51	129.5296	 17.7824
 21275774	2	1	17.41	129.6676	 17.9331
 21275808	2	1	11.06	129.6850	 17.8081
 21275936	2	1	16.56	129.6367	 17.3939
 21276042	2	1	 7.73	129.6202	 17.0600
 21276069	2	1	14.70	129.6035	 16.9766
 21276139	2	1	11.11	129.6290	 16.7902
 21276520	3	2	10.90	129.6820	 15.6806
 21276797	3	2	 7.63	129.6210	 14.8580
 21276825	3	2	10.64	129.6972	 14.7876
 21276832	3	2	10.62	129.6655	 14.7761
 21277554	3	2	10.87	129.6354	 12.7741
 21285397	3	2	12.53	129.6288	 12.3322
 21285407	3	2	12.17	129.6893	 12.3009
 21285742	3	2	10.45	129.7267	 12.5217
 21285884	3	2	 7.37	129.8151	 12.9598
 21285988	3	2	11.49	129.7272	 13.2811
 21286574	3	2	11.95	129.8065	 14.9122
 21286985	3	2	16.84	129.7563	 16.1966
 21287322	2	1	15.15	129.7317	 17.2526
 21287388	2	1	11.02	129.8191	 17.4629
 21287512	2	1	13.98	129.7575	 17.8557
 21287536	2	1	16.12	129.8775	 17.9808
 21287582	2	1	13.72	129.9041	 17.7888
 21287750	3	2	 9.08	129.8759	 17.2618
 21288020	3	2	13.95	129.9074	 16.4140
 21288741	3	2	11.48	129.9468	 14.2901
 21288840	3	2	10.98	129.8544	 14.0393
 21288876	3	2	10.50	129.9166	 13.9181
 21288946	3	2	 8.30	129.9481	 13.7299
 21289217	3	2	 9.89	129.9571	 12.9795
 21289439	3	2	11.33	129.8700	 12.3254
 21289550	3	2	 8.46	129.9405	 11.9911
 21335907	3	2	10.13	130.0831	 13.3428
 21337019	3	2	11.64	130.0093	 16.3723
 21337122	3	2	11.49	130.0038	 16.7120
 21337351	3	2	16.77	130.0000	 17.3683
 21337549	3	2	15.10	130.1508	 17.9501
 21337864	3	2	13.55	130.1458	 17.0780
 21337940	3	2	13.89	130.1630	 16.8291
 21337946	3	2	16.80	130.1918	 16.8187
 21337961	3	2	11.24	130.1128	 16.7851
 21339102	3	2	 9.41	130.1370	 13.5555
 21339280	3	2	11.01	130.1551	 13.0147
 21552631	3	4	11.42	150.7666	 14.1040
 21552732	3	4	 8.72	150.6808	 14.8124
 21579800	3	4	12.48	151.0755	 17.1217
 21579972	3	4	11.00	151.1756	 15.9994
 21580166	3	4	10.09	151.0995	 14.6628
 21580189	3	4	11.07	151.1611	 14.5058
 21580423	3	4	10.65	151.0853	 13.2787
 21580797	3	4	12.96	151.3174	 17.0562
 21580906	3	4	 8.07	151.3221	 16.4652
 21581018	3	4	 6.00	151.4200	 15.7574
 21581368	3	4	11.24	151.4180	 13.6366
 21581402	3	4	13.17	151.3585	 13.4461
 21581490	3	4	 8.21	151.4127	 12.9621
 21581977	3	4	11.33	151.5041	 13.7808
 21586169	3	4	10.83	151.4310	 17.9735
 26178532	2	4	 7.27	106.5725	 17.7444
 26179409	2	4	10.61	106.6333	 16.9818
 26180379	2	4	13.51	106.5532	 16.1846
 26180486	2	4	10.70	106.6100	 16.0981
 26235372	2	4	11.08	106.6217	 13.3301
 26238746	2	4	10.61	106.7178	 12.9547
 26242399	2	4	10.20	106.7203	 15.7439
 26335509	2	4	 8.82	107.0858	 16.6347
 26335635	2	4	 9.71	107.0860	 16.5163
 26336147	2	4	11.00	107.1417	 16.0272
 26336245	2	4	 4.61	107.0918	 15.9300
 26336706	2	4	 7.17	107.0496	 15.5196
 26338532	2	4	11.46	107.0876	 14.0645
 26339076	2	4	 9.24	107.0998	 13.6617
 26342795	2	4	 7.27	107.3411	 16.5487
 26402068	2	4	10.86	107.4407	 12.3891
 26402172	2	4	11.34	107.4039	 12.4665
 26402363	2	4	11.05	107.5123	 12.6061
 26403052	2	4	 5.91	107.4748	 13.1476
 26408787	2	4	12.45	107.5611	 17.7668
 26409196	2	4	10.93	107.5499	 17.3630
 26460788	2	4	10.23	107.6265	 15.9762
 26461378	2	4	10.15	107.6012	 15.4414
 26461838	2	4	10.71	107.5888	 15.0331
 26519016	2	4	 8.71	107.7334	 16.7383
 26523060	2	4	 6.83	107.8204	 15.3320
 26524266	2	4	 8.14	107.7782	 14.3223
 26524306	2	4	10.01	107.8289	 14.2881
 26524333	2	4	11.73	107.7745	 14.2644
 26525492	2	4	 8.40	107.8279	 13.3632
 26525908	2	4	 8.18	107.7739	 13.0273
 26526943	2	4	 8.40	107.8818	 12.2265
 26585765	2	4	11.13	107.9870	 13.8552
 26586727	2	4	 9.23	108.0041	 14.5991
 26589360	2	4	 5.22	107.9453	 16.9761
 26591938	2	4	10.71	108.0413	 16.4164
 26594877	2	4	11.46	108.0696	 13.8108
 26640624	2	4	 9.78	108.2360	 13.4301
 26640993	2	4	12.41	108.2558	 13.7362
 26642779	2	4	 8.02	108.1641	 15.2782
 26644166	2	4	12.33	108.2675	 16.5388
 26644317	2	4	 9.80	108.2171	 16.7076
 26644921	2	4	12.10	108.1773	 17.3295
 26644978	2	4	10.71	108.2041	 17.3962
 26655954	2	3	11.99	110.8686	 27.9796
 26693554	2	3	 8.93	110.8525	 25.5162
 26693690	2	3	10.60	110.7956	 25.2948
 26693841	2	3	 4.23	110.8683	 25.0504
 26694411	2	3	10.78	110.7991	 24.1573
 26694621	2	3	11.77	111.0161	 24.0096
 26695023	2	3	11.47	111.0018	 24.6178
 26696118	2	3	11.49	110.9603	 26.2512
 26696181	2	3	10.97	111.0035	 26.3279
 26696463	2	3	10.37	110.9081	 26.7392
 26699440	2	3	11.72	111.0314	 28.3317
 26699664	2	3	 8.83	111.0984	 27.9911
 26699713	2	3	12.61	111.1297	 27.9260
 26699907	2	3	 5.44	111.1395	 27.6379
 26768448	2	3	11.14	111.0291	 26.8984
 26768857	2	3	11.69	111.1467	 26.3358
 26771921	2	3	11.23	111.1786	 25.7460
 26772904	2	3	16.37	111.2561	 27.0551
 26773447	2	3	 9.55	111.1593	 27.8753
 26773454	2	3	 8.63	111.1935	 27.8836
 26773485	2	3	11.03	111.2430	 27.9417
 26773938	2	3	11.04	111.2546	 28.6887
 26774737	2	3	 8.18	111.8508	 29.8711
 26826078	2	3	10.28	111.9164	 24.3359
 26826587	2	3	11.40	111.9893	 24.2249
 26827135	2	3	 8.12	112.0127	 25.0278
 26828437	2	3	11.92	112.0736	 26.9808
 26829539	2	3	10.09	112.0047	 28.7617
 26829973	2	3	12.03	112.0202	 29.4456
 26831281	2	3	 9.97	112.1719	 28.0241
 26831522	2	3	 5.32	112.1664	 27.5531
 26858637	2	3	 7.15	112.1693	 24.6482
 26859060	2	3	10.45	112.1495	 23.9275
 26859216	2	3	 9.83	112.2843	 24.0736
 26859412	2	3	10.75	112.2263	 24.3445
 26860040	2	3	 8.19	112.2291	 25.2683
 26860482	2	3	16.05	112.2792	 25.9633
 26860837	2	3	10.23	112.2990	 26.5008
 26861880	2	3	 4.98	112.3349	 28.1180
 26863241	2	3	11.48	112.3687	 29.4043
 26863769	2	3	10.33	112.4360	 28.5001
 26864144	2	3	 4.08	112.4530	 27.9160
 26864243	2	3	10.45	112.4500	 27.7614
 26864620	2	3	10.84	112.3699	 27.1993
 26920594	2	3	 9.14	112.4146	 24.5218
 26923195	2	3	16.14	112.4991	 27.2776
 26924482	2	3	 8.62	112.5927	 29.3794
 26924603	2	3	 9.77	112.5188	 29.5838
 26924683	2	3	14.82	112.5081	 29.7192
 26924835	3	4	 8.71	149.4872	 23.7804
 26925183	3	4	 9.27	149.4515	 21.8784
 26925959	3	4	 8.66	149.4398	 18.3524
 26956771	3	4	10.25	149.5256	 18.5802
 26956861	3	4	10.44	149.5553	 19.0096
 26956972	3	4	 9.79	149.6267	 19.5122
 26957262	3	4	10.66	149.5374	 20.9652
 26957587	3	4	 8.07	149.5299	 22.6643
 26957604	3	4	11.11	149.5636	 22.7493
 26957637	3	4	11.08	149.5926	 22.9080
 26957950	3	4	14.29	149.7485	 23.4615
 26958264	3	4	10.65	149.7304	 21.9925
 26958494	3	4	10.89	149.7687	 20.8335
 26958864	3	4	 9.12	149.7637	 19.0120
 26958925	3	4	11.10	149.6974	 18.7481
 26959847	3	4	11.83	149.8361	 21.3274
 26971188	3	4	11.68	149.8722	 23.0920
 26971523	3	4	10.23	149.9321	 22.9099
 26971538	3	4	11.19	149.9311	 22.7954
 26971600	3	4	10.92	149.9118	 22.5459
 26972109	3	4	11.66	149.9649	 20.3602
 26972168	3	4	14.55	149.9817	 20.0393
 26972931	3	4	10.57	150.1313	 19.5679
 26973204	3	4	10.89	150.1130	 20.9172
 26973750	3	4	 9.86	150.1501	 23.6557
 26973871	3	4	10.21	150.2343	 23.4048
 26974076	3	4	11.31	150.1940	 22.3639
 26982771	3	4	10.95	150.1587	 22.1493
 26982772	3	4	11.37	150.2570	 22.1455
 26982875	3	4	 8.63	150.2671	 21.5788
 26983033	3	4	13.05	150.2536	 20.8636
 26983230	3	4	 9.05	150.2243	 19.9483
 26983315	3	4	10.71	150.2350	 19.5853
 26983504	3	4	11.91	150.1788	 18.7385
 26983577	3	4	11.60	150.2689	 18.3263
 26983738	3	4	10.35	150.2848	 18.4002
 26983780	3	4	10.50	150.3175	 18.5912
 26983923	3	4	11.46	150.3660	 19.2280
 26984298	3	4	 9.26	150.3359	 20.9974
 26984319	3	4	11.23	150.3488	 21.1434
 26984325	3	4	10.46	150.3968	 21.1852
 26984332	3	4	10.43	150.3690	 21.2384
 26984489	3	4	 8.70	150.3348	 21.9898
 26985141	3	4	10.38	150.4337	 22.1723
 26985721	3	4	 8.57	150.4186	 19.2260
 26985784	3	4	11.47	150.5284	 19.0030
 26985807	3	4	 9.43	150.4673	 18.8739
 26985979	3	4	11.49	150.5743	 17.9420
 26986140	3	4	11.25	150.5863	 18.8247
 26986611	3	4	 9.13	150.6206	 21.3184
 26986615	3	4	10.57	150.6280	 21.3524
 26986790	3	4	 9.13	150.6065	 22.2672
 26987235	3	4	11.09	150.7089	 23.0753
 26987416	3	4	 5.85	150.7039	 21.9492
 26987478	3	4	11.35	150.7318	 21.5872
 26987570	3	4	 9.85	150.6953	 20.9665
 26988056	3	4	 9.58	150.7223	 18.7272
 26988169	3	4	12.90	150.7212	 18.1908
 26988307	3	4	 9.99	150.8530	 18.3755
 26988601	3	4	 9.88	150.8006	 19.8388
 26988750	3	4	11.23	150.8506	 20.7759
 27000214	3	4	15.65	150.8098	 21.8567
 27000489	3	4	11.30	150.8321	 23.4805
 27000631	3	4	 8.81	151.0285	 23.5937
 27000966	3	4	10.58	151.0454	 21.7011
 27001291	3	4	 8.75	150.9807	 20.1430
 27001535	3	4	 7.17	150.9695	 18.9507
 27001635	3	4	11.36	151.0152	 18.3964
 27001676	3	4	 7.64	150.9351	 18.2197
 27001780	3	4	10.80	151.1208	 18.0990
 27001946	3	4	10.91	151.1483	 18.9641
 27002324	3	4	10.78	151.1575	 20.8226
 27002462	3	4	 8.18	151.1297	 21.4587
 27002565	3	4	 9.67	151.1273	 21.9948
 27002591	3	4	 8.02	151.1024	 22.1543
 27002638	3	4	10.91	151.0690	 22.3615
 27003103	3	4	10.44	151.2972	 22.8846
 27034320	3	4	12.42	151.2767	 21.9393
 27034843	3	4	13.02	151.2022	 19.4134
 27035146	3	4	10.64	151.3757	 18.0332
 27035183	3	4	11.05	151.3402	 18.2509
 27035360	3	4	17.67	151.3140	 19.1855
 27035372	3	4	11.28	151.3699	 19.2576
 27035649	3	4	11.45	151.3404	 20.8469
 27035687	3	4	11.01	151.4022	 21.0610
 27035832	3	4	 9.51	151.3630	 21.8544
 27036066	3	4	10.51	151.3540	 23.1156
 27036124	3	4	11.47	151.3930	 23.5205
 27036471	3	4	11.13	151.5429	 22.2651
 27036617	3	4	 5.95	151.5446	 21.5147
 27037093	3	4	10.83	151.5342	 18.9530
 27037101	3	4	13.22	151.5455	 18.9203
 27037204	3	4	 8.85	151.5373	 18.4680
 27037225	3	4	10.67	151.4671	 18.3834
 27037286	3	4	 5.70	151.4951	 18.1012
 27064310	3	4	12.46	151.4671	 18.0604
 27064335	3	4	 7.50	151.6694	 17.8949
 27064400	3	4	13.93	151.6792	 18.2509
 27064407	3	4	12.62	151.6601	 18.2899
 27064468	3	4	 9.56	151.6597	 18.6340
 27064506	3	4	12.18	151.5857	 18.8142
 27064511	3	4	13.80	151.6640	 18.8439
 27064602	3	4	11.50	151.6006	 19.2941
 27064741	3	4	11.15	151.5700	 19.9319
 27064912	3	4	10.78	151.5948	 20.7047
 27065260	3	4	10.81	151.6192	 22.5603
 27065452	3	4	12.47	151.5664	 23.7821
 27065525	3	4	17.48	151.7433	 23.6233
 27065530	3	4	 8.09	151.7905	 23.6050
 27065991	3	4	 8.96	151.6920	 21.0333
 27066291	3	4	11.30	151.7423	 19.3295
 27066323	3	4	11.56	151.6935	 19.1756
 27066369	3	4	10.48	151.7660	 18.9291
 27066380	3	4	 8.46	151.7211	 18.8925
 27066419	3	4	12.92	151.7474	 18.6657
 27066420	3	4	12.82	151.8007	 18.6575
 27066495	3	4	 9.34	151.7370	 18.2717
 27066516	3	4	11.48	151.7545	 18.1796
 27066670	3	4	11.96	151.9333	 18.3838
 27066675	3	4	11.99	151.9161	 18.4024
 27066699	3	4	12.14	151.8771	 18.5089
 27066729	3	4	11.00	151.8658	 18.6623
 27066751	3	4	13.92	151.8563	 18.7967
 27066778	3	4	10.89	151.9251	 18.9119
 27066779	3	4	14.42	151.8461	 18.9159
 27066814	3	4	12.92	151.8159	 19.0567
 27066840	3	4	12.23	151.9187	 19.1684
 27066902	3	4	12.84	151.8788	 19.5188
 27066911	3	4	10.75	151.8284	 19.5507
 27066925	3	4	 9.15	151.8660	 19.5965
 27066958	3	4	 8.87	151.8737	 19.7708
 27067557	3	4	 9.85	151.8902	 22.7164
 27067705	3	4	13.37	151.9184	 23.4625
 27067938	3	4	11.06	152.0275	 22.9364
 27068113	3	4	10.49	152.0253	 21.8774
 27068333	3	4	15.61	152.0404	 20.5458
 27068411	3	4	10.41	152.0107	 20.1691
 27068538	3	4	14.64	151.9481	 19.5308
 27068549	3	4	12.90	151.9631	 19.4238
 27068573	3	4	12.48	152.0671	 19.3129
 27068686	3	4	10.95	151.9434	 18.7579
 27068699	3	4	12.94	151.9693	 18.6883
 27068731	3	4	10.86	151.9912	 18.5830
 27068745	3	4	12.50	152.0503	 18.4953
 27068754	3	4	12.96	151.9644	 18.4618
 27068828	3	4	16.91	151.9838	 18.1463
 27068955	3	4	12.86	152.1475	 18.2830
 27068990	3	4	10.70	152.0925	 18.4178
 27068994	3	4	11.96	152.1119	 18.4245
 27069035	3	4	11.03	152.1437	 18.6924
 27069134	3	4	11.61	152.0748	 19.2994
 27069201	3	4	11.65	152.0825	 19.6607
 27069206	3	4	11.65	152.1216	 19.6757
 27069267	3	4	12.29	152.0883	 20.0245
 27069564	3	4	11.94	152.0977	 21.9434
 27069736	3	4	11.05	152.1510	 22.9506
 27070163	3	4	 9.83	152.2477	 21.9686
 27070384	3	4	11.10	152.2377	 20.7345
 27070482	3	4	11.16	152.2541	 20.1716
 27070535	3	4	13.48	152.2392	 19.8502
 27070619	3	4	11.13	152.2506	 19.4665
 27070652	3	4	11.98	152.2493	 19.3243
 27070689	3	4	14.26	152.2614	 19.1346
 27070710	3	4	12.90	152.2248	 19.0326
 27070754	3	4	12.01	152.2301	 18.8605
 27070815	3	4	11.35	152.2686	 18.5623
 27070841	3	4	 9.63	152.2154	 18.4606
 27070899	3	4	11.94	152.3084	 18.2048
 27071015	3	4	10.04	152.4460	 18.2563
 27071099	3	4	11.63	152.4497	 18.5651
 27071138	3	4	11.39	152.3600	 18.7541
 27071143	3	4	10.87	152.3906	 18.7858
 27071152	3	4	12.24	152.3474	 18.8233
 27071174	3	4	10.54	152.3773	 18.9287
 27071197	3	4	12.87	152.3240	 19.0483
 27071208	3	4	11.30	152.3339	 19.1013
 27071403	3	4	11.77	152.3449	 20.1642
 27071433	3	4	 8.97	152.3952	 20.3024
 27071443	3	4	 6.10	152.3316	 20.3323
 27071700	3	4	10.09	152.4037	 21.6040
 27071736	3	4	 8.29	152.3786	 21.8026
 27072745	3	4	14.24	152.4806	 20.4380
 27072806	3	4	10.45	152.4940	 20.1176
 27072825	3	4	11.08	152.5548	 20.0293
 27072851	3	4	13.49	152.5479	 19.9189
 27072924	3	4	 9.26	152.5464	 19.4835
 27072954	3	4	11.35	152.4743	 19.3589
 27072960	3	4	11.83	152.4959	 19.3325
 27073042	3	4	12.41	152.5110	 18.9433
 27073153	3	4	 8.88	152.5285	 18.4808
 27073184	3	4	11.61	152.5280	 18.3337
 27073220	3	4	 7.31	152.5319	 18.1853
 27107006	3	4	 8.53	152.6329	 18.9041
 27107017	3	4	11.93	152.7041	 18.9379
 27107090	3	4	11.96	152.6519	 19.4278
 27107167	3	4	11.09	152.6202	 19.8071
 27107285	3	4	10.48	152.6972	 20.4586
 27107350	3	4	11.88	152.7046	 20.8030
 27107367	3	4	11.58	152.6874	 20.9204
 27107372	3	4	 7.05	152.5943	 20.9456
 27107391	3	4	11.85	152.6634	 21.0039
 27107512	3	4	10.75	152.6295	 21.6906
 27107700	3	4	11.18	152.6814	 22.7663
 27108154	3	4	11.26	152.7218	 22.4616
 27108283	3	4	10.03	152.7526	 21.7330
 27108399	3	4	10.60	152.8252	 21.1397
 27108472	3	4	 6.25	152.7865	 20.6953
 27108542	3	4	10.18	152.7570	 20.2060
 27108618	3	4	10.55	152.8240	 19.7720
 27108621	3	4	12.32	152.7337	 19.7569
 27108624	3	4	12.80	152.7539	 19.7534
 27108641	3	4	 9.66	152.7869	 19.6495
 27108645	3	4	10.38	152.8012	 19.6191
 27108656	3	4	 9.85	152.8111	 19.5392
 27108813	3	4	13.65	152.7234	 18.6627
 27108889	3	4	16.46	152.7226	 18.1970
 27108927	3	4	11.54	152.7662	 18.0210
 27108931	3	4	11.73	152.8268	 17.9988
 27108932	3	4	12.22	152.7934	 17.9819
 27109020	3	4	 8.15	152.9048	 18.3173
 27109097	3	4	11.67	152.9030	 18.7935
 27109247	3	4	11.58	152.9300	 19.4667
 27109446	3	4	12.29	152.8427	 20.5567
 27109521	3	4	12.15	152.8902	 20.9574
 27109543	3	4	12.30	152.9618	 21.0706
 27109550	3	4	10.23	152.9196	 21.1029
 27109781	3	4	15.65	152.8363	 22.3608
 27109993	3	4	10.70	152.9445	 23.7124
 27109999	3	4	 7.80	152.9478	 23.7556
 27510008	2	1	 9.61	122.5262	 12.7543
 27510584	2	1	11.77	122.4984	 14.1160
 27510657	2	1	11.34	122.4265	 14.2695
 27510756	2	1	 7.10	122.5268	 14.5074
 27510804	2	1	12.14	122.5101	 14.6166
 27511175	2	1	11.28	122.5160	 15.5138
 27511745	2	1	12.39	122.4907	 16.8617
 27511818	2	1	 5.25	122.5037	 17.0164
 27540908	2	1	 9.66	122.5503	 16.2182
 27541442	2	1	 8.42	122.5672	 14.8351
 27541714	2	1	12.06	122.6239	 14.1910
 27541742	2	1	11.33	122.5332	 14.1299
 27542451	2	1	 9.44	122.5670	 12.5150
 27542990	2	1	10.67	122.6874	 12.5693
 27543337	2	1	10.18	122.7352	 13.3975
 27543613	2	1	 8.09	122.6903	 14.0426
 27543727	2	1	15.32	122.7441	 14.3433
 27543843	2	1	 6.21	122.7452	 14.6294
 27544229	2	1	10.40	122.6867	 15.6073
 27544357	2	1	11.43	122.6816	 15.9097
 27546438	2	1	 9.75	122.8264	 14.8215
 27546787	2	1	10.61	122.8465	 13.9378
 27547346	2	1	11.05	122.8946	 12.7114
 27547768	2	1	11.68	122.9223	 12.0965
 27547913	2	1	10.99	123.0080	 12.4194
 27548079	2	1	 9.74	122.9966	 12.8319
 27548343	2	1	 6.52	122.9551	 13.4451
 27549477	2	1	10.98	122.9792	 16.0918
 27549653	2	1	 6.74	122.9547	 16.5223
 27549827	2	1	11.77	123.0227	 16.9029
 27550294	2	1	 6.24	123.0537	 17.6470
 27550916	2	1	11.12	123.0468	 16.0688
 27550937	2	1	13.88	123.1402	 16.0232
 27550965	2	1	 8.67	123.1069	 15.9433
 27551247	2	1	10.15	123.0657	 15.3405
 27551367	2	1	12.23	123.1460	 15.0618
 27551477	2	1	10.54	123.1057	 14.8083
 27626380	2	1	 6.39	123.0923	 14.0041
 27626711	2	1	10.03	123.1362	 13.6885
 27626903	2	1	10.77	123.0867	 13.5492
 27627135	2	1	11.15	123.0414	 13.3376
 27628872	2	1	 8.22	123.2413	 12.1793
 27629918	2	1	12.21	123.2504	 13.2102
 27630721	2	1	13.37	123.2108	 13.9782
 27631312	2	1	12.61	123.2052	 14.5873
 27633149	2	1	 5.21	123.2488	 16.5142
 27634099	2	1	11.86	123.1748	 17.6063
 27634101	2	1	13.60	123.1580	 17.6165
 27635334	2	1	11.67	123.3818	 16.4195
 27635603	2	1	14.08	123.3595	 15.7137
 27635810	2	1	10.32	123.3019	 15.2724
 27636440	2	1	10.95	123.2815	 13.8458
 27636452	2	1	10.62	123.2929	 13.8210
 27649710	2	1	10.21	123.3758	 12.5601
 27649847	2	1	12.40	123.3444	 12.2223
 27650470	2	1	 8.85	123.4758	 13.1170
 27650636	2	1	15.72	123.4305	 13.4952
 27650814	2	1	10.88	123.4763	 13.9140
 27651386	2	1	10.78	123.4101	 15.2504
 27651759	2	1	12.18	123.4819	 16.1781
 27652005	2	1	10.56	123.5110	 16.8484
 27652512	2	1	 6.21	123.5464	 17.6760
 27652588	2	1	10.05	123.5352	 17.4431
 27653432	2	1	11.30	123.5784	 15.2790
 27653466	2	1	12.22	123.5216	 15.1900
 27654301	2	1	10.72	123.6215	 13.1139
 27654333	2	1	 5.53	123.5874	 13.0482
 27654511	2	1	11.38	123.5418	 12.6722
 27654669	2	1	 8.97	123.5220	 12.2690
 27654734	2	1	 9.62	123.5229	 12.1254
 27654821	2	1	12.68	123.6651	 11.9246
 27654882	2	1	 9.85	123.7096	 12.0604
 27679101	2	1	 7.62	123.6470	 13.0234
 27679750	2	1	10.68	123.6621	 14.5868
 27679946	2	1	11.84	123.7412	 15.0712
 27680228	2	1	 9.77	123.7346	 15.8224
 27680374	2	1	10.87	123.7142	 16.2070
 27680539	2	1	 8.20	123.6870	 16.5878
 27681001	2	1	10.81	123.7333	 17.7639
 27682159	2	1	 9.70	123.7831	 15.0385
 27682519	2	1	14.25	123.8810	 14.1738
 27683035	2	1	10.58	123.8760	 12.8869
 29112228	1	4	10.48	 85.8650	 22.9453
 29114202	1	4	 8.39	 85.9718	 21.9519
 29195058	1	4	 8.52	 85.8883	 19.5405
 29196178	1	4	13.78	 85.9079	 19.0051
 29196405	1	4	 8.06	 85.9766	 18.9028
 29269297	1	4	14.90	 86.1107	 22.0649
 29270833	1	4	10.63	 86.0390	 22.8571
 29271258	1	4	11.11	 86.0917	 23.1061
 29271662	1	4	13.16	 86.0097	 23.3431
 29271663	1	4	13.39	 86.0108	 23.3433
 29276592	1	4	12.18	 86.1375	 21.9709
 29276649	1	4	13.05	 86.1988	 21.9464
 29277573	1	4	 8.52	 86.2343	 21.4607
 29279087	1	4	10.84	 86.1927	 20.6459
 29370344	1	4	 8.05	 86.1564	 19.6359
 29372450	1	4	11.79	 86.1900	 18.4932
 29374982	1	4	 5.26	 86.2980	 18.7044
 29446656	1	4	11.89	 86.4613	 22.8798
 29446748	1	4	12.29	 86.4786	 22.8350
 29448230	1	4	11.02	 86.4653	 22.1242
 29451199	1	4	 4.36	 86.4142	 20.6950
 29455183	1	4	 7.38	 86.4189	 18.6569
 29520823	1	4	16.47	 86.5087	 20.9326
 29521574	1	4	 7.79	 86.5161	 21.2851
 29521641	1	4	 7.67	 86.5034	 21.3176
 29521909	1	4	 8.16	 86.5370	 21.4513
 29525747	1	4	 8.37	 86.5950	 23.3236
 29602387	1	4	10.80	 86.6368	 22.6752
 29605594	1	4	 8.65	 86.6878	 21.2003
 29607348	1	4	 8.00	 86.6362	 20.3035
 29607392	1	4	 5.87	 86.7363	 20.2818
 29607599	1	4	 7.24	 86.6905	 20.1735
 29676140	1	4	 8.38	 86.8242	 20.1087
 29683314	1	4	14.65	 86.8278	 23.5037
 34944452	4	3	10.83	164.0683	 -0.1051
 34944805	4	3	 7.14	164.0208	 -1.6180
 34944951	4	3	10.69	163.9771	 -2.4309
 34945262	4	3	 8.46	164.0789	 -3.8557
 34945400	4	3	13.66	163.9919	 -4.4160
 34946049	4	3	 9.02	164.1662	 -4.8027
 34946246	4	3	10.55	164.1285	 -4.1027
 34946699	4	3	 9.78	164.1347	 -1.9907
 34946765	4	3	11.25	164.1222	 -1.7019
 34946781	4	3	10.59	164.1420	 -1.6458
 34946879	4	3	10.64	164.1407	 -1.1783
 34946881	4	3	 7.63	164.1684	 -1.1690
 34947258	4	3	 6.46	164.2824	 -0.3122
 34986214	4	3	11.11	164.2781	 -5.3119
 34986614	4	3	10.86	164.3678	 -4.9881
 34986694	4	3	13.91	164.3248	 -4.6748
 34986740	4	3	10.27	164.3965	 -4.4850
 34986864	4	3	14.14	164.4205	 -3.8825
 34987098	4	3	 8.52	164.4408	 -2.9274
 34987109	4	3	11.97	164.4353	 -2.8818
 34987328	4	3	10.30	164.3565	 -1.8740
 34987384	4	3	11.22	164.3313	 -1.6242
 34987613	4	3	11.18	164.4349	 -0.4595
 34987653	4	3	 9.18	164.3579	 -0.2472
